cod_curso,nombre_curso,seccion,tipo_clase,aula,docente,dia,empieza_en,termina_en
CQ541,PROYECTO DE TESIS EN QUIMICA II,A,Teoria,zoom158,"PICASSO ESCOBAR,  GINO ITALO",Sabado,20:00:00,22:00:00
CQ542,PROYECTO DE TESIS EN QUIMICA III,A,Teoria,zoom158,"PICASSO ESCOBAR,  GINO ITALO",Sabado,18:00:00,20:00:00
IFE19,TOPICOS ESPECIALES DE INGENIERIA FISICA,A,Teoria,ZOOM,"UGAZ PEÑA,  JOSÉ CARLOS",Miercoles,14:00:00,16:00:00
IFE19,TOPICOS ESPECIALES DE INGENIERIA FISICA,A,Practica,ZOOM,"UGAZ PEÑA,  JOSÉ CARLOS",Jueves,14:00:00,16:00:00
IFE19,TOPICOS ESPECIALES DE INGENIERIA FISICA,A,Teoria,ZOOM,"UGAZ PEÑA,  JOSÉ CARLOS",Lunes,14:00:00,16:00:00
IFE22,TOPICOS ESPECIALES DE INGENIERIA FISICA I,A,Practica,zoom157,"GARCIA AVELINO,  PILAR",Lunes,10:00:00,12:00:00
IFE22,TOPICOS ESPECIALES DE INGENIERIA FISICA I,A,Teoria,zoom328,"GARCIA AVELINO,  PILAR",Lunes,14:00:00,18:00:00
IFE28,TOPICOS ESPECIALES DE INGENIERIA FISICA VII,A,Teoria,zoom22,"GOMEZ LEON,  MONICA MARCELA",Sabado,7:00:00,8:00:00
IFE29,TOPICOS ESPECIALES DE INGENIERIA FISICA VIII,A,Laboratorio,zoom165,"LAURA CCAHUANA,  DÁMASO",Jueves,8:00:00,10:00:00
IFE29,TOPICOS ESPECIALES DE INGENIERIA FISICA VIII,A,Teoria,zoom23,"LAURA CCAHUANA,  DÁMASO",Martes,10:00:00,12:00:00
IF242,INTRODUCCION A LA METROLOGIA,A,Practica,zoom24,"PAUCARCHUCO MUZURRIETA,  CARLOS RAUL",Miercoles,16:00:00,19:00:00
IF242,INTRODUCCION A LA METROLOGIA,A,Teoria,zoom165,"DIAZ ROSADO,  JOSE CARLOS",Jueves,10:00:00,12:00:00
IF252,METODOS MATEMATICOS PARA INGENIERIA,A,Teoria,zoom90,"DIAZ ROSADO,  JOSE CARLOS",Sabado,16:00:00,18:00:00
IF252,METODOS MATEMATICOS PARA INGENIERIA,A,Practica,zoom157,"DIAZ ROSADO,  JOSE CARLOS",Jueves,14:00:00,18:00:00
IF252,METODOS MATEMATICOS PARA INGENIERIA,A,Teoria,zoom158,"DIAZ ROSADO,  JOSE CARLOS",Lunes,16:00:00,18:00:00
IF252,METODOS MATEMATICOS PARA INGENIERIA,A,Teoria,zoom163,"DIAZ ROSADO,  JOSE CARLOS",Miercoles,18:00:00,20:00:00
IF281,DIBUJO Y DISEÑO PARA INGENIERIA,A,Teoria,zoom156,"HUAMANI HUARANJA,  DANIEL",Lunes,17:00:00,19:00:00
IF281,DIBUJO Y DISEÑO PARA INGENIERIA,A,Practica,zoom70,"HUAMANI HUARANJA,  DANIEL",Viernes,16:00:00,20:00:00
IF281,DIBUJO Y DISEÑO PARA INGENIERIA,B,Practica,zoom159,"HUANCA LOZA,  HENRY RENE",Sabado,8:00:00,12:00:00
IF281,DIBUJO Y DISEÑO PARA INGENIERIA,B,Teoria,zoom93,"HUANCA LOZA,  HENRY RENE",Martes,10:00:00,12:00:00
IF292,INGENIERIA DE PROCESOS MECANICOS,A,Practica,zoom152,"HUANCA LOZA,  HENRY RENE",Miercoles,10:00:00,13:00:00
IF292,INGENIERIA DE PROCESOS MECANICOS,A,Teoria,zoom152,"HUANCA LOZA,  HENRY RENE",Miercoles,8:00:00,9:00:00
IF294,INGENIERIA DE INSTALACIONES INDUSTRIALES,A,Practica,zoom165,"ROJAS ESTELA,  OSWALDO",Lunes,9:00:00,12:00:00
IF294,INGENIERIA DE INSTALACIONES INDUSTRIALES,A,Teoria,zoom165,"ROJAS ESTELA,  OSWALDO",Lunes,8:00:00,9:00:00
IF3A2,INGENIERIA ECONOMICA,A,Teoria,zoom70,"CERVANTES GRUNDY,  CARLOS JAIME",Jueves,8:00:00,10:00:00
IF3B2,PROCESAMIENTO DE SEÑALES Y DATOS,A,Laboratorio,zoom158,"SANCHEZ RODAS,  LUIS ALBERTO",Miercoles,8:00:00,11:00:00
IF3B2,PROCESAMIENTO DE SEÑALES Y DATOS,A,Teoria,zoom164,"COMINA BELLIDO,  GERMAN YURI",Lunes,16:00:00,18:00:00
IF321,CALCULO NUMERICO I,A,Laboratorio,zoom152,"LAURA CCAHUANA,  DÁMASO",Lunes,12:00:00,16:00:00
IF321,CALCULO NUMERICO I,A,Teoria,zoom162,"LAURA CCAHUANA,  DÁMASO",Miercoles,14:00:00,16:00:00
IF321,CALCULO NUMERICO I,A,Teoria,zoom70,"LAURA CCAHUANA,  DÁMASO",Viernes,14:00:00,16:00:00
IF325,FISICA TERMICA II,A,Practica,zoom23,"HUAMAN AGUIRRE,  ARNOLD ANTHONY",Martes,16:00:00,18:00:00
IF325,FISICA TERMICA II,A,Teoria,zoom162,"QUINTANA CACEDA,  MARIA",Jueves,14:00:00,16:00:00
IF352,FISICA TERMICA I,A,Practica,zoom154,"ESTRADA LÓPEZ,  WALTER FRANCISCO",Jueves,14:00:00,16:00:00
IF352,FISICA TERMICA I,A,Teoria,zoom163,"QUINTANA CACEDA,  MARIA",Miercoles,16:00:00,18:00:00
IF352,FISICA TERMICA I,A,Teoria,zoom90,"QUINTANA CACEDA,  MARIA",Lunes,14:00:00,16:00:00
IF372,ELECTROMAGNETISMO PARA INGENIERIA,A,Practica,zoom160,"SANCHEZ RODAS,  LUIS ALBERTO",Martes,16:00:00,18:00:00
IF372,ELECTROMAGNETISMO PARA INGENIERIA,A,Teoria,zoom22,"PEREZ COLLANTES,  RAFAEL DIEGO",Miercoles,14:00:00,16:00:00
IF372,ELECTROMAGNETISMO PARA INGENIERIA,A,Teoria,zoom152,"PEREZ COLLANTES,  RAFAEL DIEGO",Lunes,8:00:00,10:00:00
IF392,CALCULO NUMERICO II,A,Practica,zoom156,"SOLANO SALINAS,  CARLOS JAVIER",Jueves,10:00:00,13:00:00
IF392,CALCULO NUMERICO II,A,Teoria,zoom160,"SOLANO SALINAS,  CARLOS JAVIER",Martes,13:00:00,16:00:00
IF4A1,MECANICA DE FLUIDOS,A,Teoria,zoom91,"PAUCARCHUCO MUZURRIETA,  CARLOS RAUL",Sabado,15:00:00,17:00:00
IF4A1,MECANICA DE FLUIDOS,A,Practica,zoom91,"PAUCARCHUCO MUZURRIETA,  CARLOS RAUL",Sabado,17:00:00,18:00:00
IF4A2,PROYECTO DE TESIS I,A,Laboratorio,zoom158,"RODRIGUEZ RODRIGUEZ,  JUAN MARTIN",Sabado,14:00:00,18:00:00
IF4A2,PROYECTO DE TESIS I,A,Teoria,zoom163,"ESTRADA LÓPEZ,  WALTER FRANCISCO",Martes,8:00:00,10:00:00
IF4B1,METODOLOGIA DE LA INVESTIGACION CIENTIFICA,A,Practica,zoom160,"DIAZ ROSADO,  JOSE CARLOS",Martes,21:00:00,22:00:00
IF4B1,METODOLOGIA DE LA INVESTIGACION CIENTIFICA,A,Teoria,zoom160,"DIAZ ROSADO,  JOSE CARLOS",Martes,19:00:00,21:00:00
IF411,MECANICA CUANTICA,A,Teoria,zoom89,"PEREZ COLLANTES,  RAFAEL DIEGO",Viernes,12:00:00,15:00:00
IF411,MECANICA CUANTICA,A,Teoria,zoom154,"PEREZ COLLANTES,  RAFAEL DIEGO",Lunes,10:00:00,13:00:00
IF411,MECANICA CUANTICA,A,Practica,zoom92,"HUAMANI HUARANJA,  DANIEL",Jueves,16:00:00,19:00:00
IF462,TEORIA DE CONTROL,A,Teoria,zoom92,"SANCHEZ RODAS,  LUIS ALBERTO",Jueves,14:00:00,16:00:00
IF462,TEORIA DE CONTROL,A,Practica,zoom156,"SANCHEZ RODAS,  LUIS ALBERTO",Miercoles,16:00:00,18:00:00
IF462,TEORIA DE CONTROL,A,Teoria,zoom159,"SANCHEZ RODAS,  LUIS ALBERTO",Lunes,16:00:00,18:00:00
IF471,SISTEMAS DIGITALES,A,Teoria,zoom69,"CASTILLO OCAÑA,  GUIDO JUVENAL",Lunes,14:00:00,15:00:00
IF471,SISTEMAS DIGITALES,A,Laboratorio,zoom331,"CASTILLO OCAÑA,  GUIDO JUVENAL",Miercoles,14:00:00,18:00:00
IF471,SISTEMAS DIGITALES,A,Laboratorio,zoom69,"CASTILLO OCAÑA,  GUIDO JUVENAL",Lunes,15:00:00,18:00:00
IF471,SISTEMAS DIGITALES,B,Laboratorio,zoom331,"CASTILLO OCAÑA,  GUIDO JUVENAL",Miercoles,9:00:00,12:00:00
IF471,SISTEMAS DIGITALES,B,Teoria,zoom331,"CASTILLO OCAÑA,  GUIDO JUVENAL",Miercoles,8:00:00,9:00:00
IF471,SISTEMAS DIGITALES,B,Laboratorio,zoom90,"HUANCA LOZA,  HENRY RENE",Viernes,8:00:00,12:00:00
IF471,SISTEMAS DIGITALES,B,Laboratorio,zoom25,"CASTILLO OCAÑA,  GUIDO JUVENAL",Viernes,8:00:00,12:00:00
IF482,INTRODUCCION A LA CIENCIA E INGENIERIA DE LOS MATERIALES,A,Teoria,zoom159,"SOLIS VELIZ,  JOSÉ LUIS",Miercoles,8:00:00,10:00:00
IF482,INTRODUCCION A LA CIENCIA E INGENIERIA DE LOS MATERIALES,A,Practica,zoom158,"HUANCA LOZA,  HENRY RENE",Martes,12:00:00,14:00:00
IF482,INTRODUCCION A LA CIENCIA E INGENIERIA DE LOS MATERIALES,A,Teoria,zoom156,"SOLIS VELIZ,  JOSÉ LUIS",Jueves,8:00:00,10:00:00
IF492,INGENIERIA SOLAR,A,Practica,zoom159,"ROJAS ESTELA,  OSWALDO",Jueves,11:00:00,13:00:00
IF492,INGENIERIA SOLAR,A,Teoria,zoom93,"GOMEZ LEON,  MONICA MARCELA",Miercoles,10:00:00,12:00:00
IF492,INGENIERIA SOLAR,A,Teoria,zoom155,"GOMEZ LEON,  MONICA MARCELA",Lunes,10:00:00,12:00:00
IF511,PROYECTO DE INSTRUMENTACION ELECTRONICA,A,Practica,zoom156,"HUAMAN AGUIRRE,  ARNOLD ANTHONY",Viernes,10:00:00,11:00:00
IF511,PROYECTO DE INSTRUMENTACION ELECTRONICA,A,Practica,zoom156,"COMINA BELLIDO,  GERMAN YURI",Viernes,11:00:00,12:00:00
IF511,PROYECTO DE INSTRUMENTACION ELECTRONICA,A,Practica,zoom69,"ROJAS ESTELA,  OSWALDO",Miercoles,8:00:00,10:00:00
IF511,PROYECTO DE INSTRUMENTACION ELECTRONICA,A,Practica,zoom156,"COMINA BELLIDO,  GERMAN YURI",Viernes,8:00:00,10:00:00
IF511,PROYECTO DE INSTRUMENTACION ELECTRONICA,A,Teoria,zoom69,"COMINA BELLIDO,  GERMAN YURI",Miercoles,10:00:00,12:00:00
IF543,PROYECTO DE TESIS II,A,Teoria,zoom161,"COMINA BELLIDO,  GERMAN YURI",Sabado,20:00:00,22:00:00
IF554,PROYECTO DE TESIS III,A,Teoria,zoom162,"COMINA BELLIDO,  GERMAN YURI",Sabado,20:00:00,22:00:00
IF562,TECNICAS FISICAS PARA LA INDUSTRIA,A,Teoria,zoom158,"GUTARRA ESPINOZA,  ABEL AURELIO",Jueves,8:00:00,10:00:00
IF562,TECNICAS FISICAS PARA LA INDUSTRIA,A,Laboratorio,zoom158,"GUTARRA ESPINOZA,  ABEL AURELIO",Martes,8:00:00,12:00:00
IF562,TECNICAS FISICAS PARA LA INDUSTRIA,A,Laboratorio,zoom158,"GUTARRA ESPINOZA,  ABEL AURELIO",Jueves,10:00:00,12:00:00
